piRNA,disease,score
miR-3195,AGRO100,0
miR-3196,Vincristine,0
miR-3195,10-hydroxycamptothecin,0
miR-3195,Pemetrexed,0
miR-3195,Lapatinib,0
miR-3195,Tomudex,0
miR-3195,Raltitrexed,0
miR-3195,Pingyangmycin,0
miR-3195,AED therapy,0
miR-3196,Cisplatin,0
miR-3196,Dasatinib,0
miR-3196,Imatinib,0
miR-3196,Nilotinib,0
miR-3196,Doxorubicin,0
miR-3196,Gefitinib,0
miR-3196,Tamoxifen,0
miR-3196,Trastuzumab,0
miR-3196,Fluorouracil,0
miR-3196,Propofol,0
miR-3196,Antioestrogens,0
miR-3196,Oxaliplatin,0
miR-3196,Carboplatin,0
miR-3196,Tetraplatin,0
miR-3196,Docetaxel,0
miR-3196,Adriamycin,0
miR-3196,10-Hydroxycamptothecin,0
miR-3196,FOLFOX Chemotherapy,0
miR-3196,Fluoropyrimidine,0
miR-3196,Betulinic acid,0
miR-3196,Tomudex,0
miR-3196,Raltitrexed,0
miR-3196,Pingyangmycin,0
miR-3196,Hydrogen Peroxide,0
miR-3196,Dibenziodolium,0
miR-3196,Carmustine,0
miR-3196,Arsenic Trioxide,0
miR-3196,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-3196,Teniposide,0
miR-3196,Euthyrox,0
miR-3196,Leucovorin,0
miR-3196,Fulvestrant,0
miR-3196,Epirubicin hydrochloride,0
miR-3196,SIOP treatment protocol,0
miR-3196,Lapatinib,0
miR-3196,Pemetrexed,0
miR-3196,10-hydroxycamptothecin,0
miR-3196,AGRO100,0
miR-3196,Dihydrotestosterone,0
miR-3196,DAPT,0
miR-3196,modified ALLIC BFM 2002 protocol,0
miR-3196,5-fluorouracil,0
miR-3196,Hydroxyurea,0
miR-3196,Ethanol,0
miR-3196,chemotherapy,0
miR-3196,AED therapy,0
miR-32,Cisplatin,0
miR-32,Dasatinib,0
miR-32,Imatinib,0
miR-32,Nilotinib,0
miR-32,Gefitinib,0
miR-3196,Epirubicin HCl,0
miR-3196,histone deacetylase inhibitor,0
miR-3196,Vemurafenib,0
miR-3196,Cyclophosphamide,0
miR-3196,Exemestane,0
miR-3196,Anastrozole,0
miR-3196,Cytarabine,0
miR-3196,Rituximab,0
miR-3196,Retinoic Acid,0
miR-3196,Mafosfamide,0
miR-3196,Paroxetine,0
miR-3196,Fludarabine,0
miR-3196,Prednisone,0
miR-3196,Vinorelbine,0
miR-3196,Cyclosporin A,0
miR-3196,Colchicine,0
miR-3196,Lorlatinib,0
miR-3196,Crizotinib,0
miR-3196,Letrozole,0
miR-3196,Sunitinib,0
miR-3196,Platinum,0
miR-3196,Levetiracetam,0
miR-3196,Valproate,0
miR-3196,Ribavirin,0
miR-3196,pegIFN/RBV therapy,0
miR-3196,Dichloroacetate,0
miR-3196,Cyclopamine,0
miR-3196,Interferon-alpha,0
miR-3196,Mitomycin C,0
miR-3196,Pertuzumab,0
miR-3196,Arsenic trioxide,0
miR-3196,Irinotecan,0
miR-3196,Selumetinib,0
miR-3196,Staurosporine,0
miR-3196,Topotecan,0
miR-3195,Hydrogen Peroxide,0
miR-3195,Dibenziodolium,0
miR-3195,Carmustine,0
miR-3195,Gefitinib,0
miR-3195,Antioestrogens,0
miR-3195,Propofol,0
miR-3195,Paclitaxel,0
miR-3195,Fluorouracil,0
miR-3195,Trastuzumab,0
miR-3195,Tamoxifen,0
miR-3195,Nilotinib,0
miR-3193,5-fluorouracil,0
miR-3195,Imatinib,0
miR-3195,Dasatinib,0
miR-3195,Cisplatin,0
miR-3193,AED therapy,0
miR-3193,chemotherapy,0
miR-3193,Ethanol,0
miR-3195,Oxaliplatin,0
miR-3195,Carboplatin,0
miR-3195,Tetraplatin,0
miR-3195,Docetaxel,0
miR-3195,Adriamycin,0
miR-3195,Vincristine,0
miR-3195,Etoposide,0
miR-3195,Mitoxantrone,0
miR-3195,Nutlin-3a,0
miR-3195,Rapamycin,0
miR-3195,Sirolimus,0
miR-3195,Temsirolimus,0
miR-3195,"1,25(OH)2D3",0
miR-3195,Bortezomib,0
miR-3195,Methotrexate,0
miR-3195,Pirarubicin,0
miR-3195,epirubicin,0
miR-3193,Hydroxyurea,0
miR-3193,modified ALLIC BFM 2002 protocol,0
miR-3195,TRAIL therapy,0
miR-3193,Topotecan,0
miR-3193,Epirubicin hydrochloride,0
miR-3193,SIOP treatment protocol,0
miR-3193,Epirubicin HCl,0
miR-3193,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-3193,histone deacetylase inhibitor,0
miR-3193,Fludarabine,0
miR-3193,Staurosporine,0
miR-3193,DAPT,0
miR-3193,Selumetinib,0
miR-3193,Irinotecan,0
miR-3193,Arsenic trioxide,0
miR-3193,Pertuzumab,0
miR-3193,Mitomycin C,0
miR-3193,Interferon-alpha,0
miR-3193,Fulvestrant,0
miR-3193,Leucovorin,0
miR-3193,Euthyrox,0
miR-3193,Teniposide,0
miR-3193,Arsenic Trioxide,0
miR-3193,Betulinic acid,0
miR-3193,Carmustine,0
miR-3193,Dibenziodolium,0
miR-3193,Hydrogen Peroxide,0
miR-3193,Pingyangmycin,0
miR-3193,Raltitrexed,0
miR-3193,Tomudex,0
miR-3193,Lapatinib,0
miR-3193,Pemetrexed,0
miR-3193,10-hydroxycamptothecin,0
miR-3193,AGRO100,0
miR-3193,Dihydrotestosterone,0
miR-3195,Chemotherapy,0
miR-3195,Glucocorticoid,0
miR-3195,Betulinic acid,0
miR-3195,Valproate,0
miR-3195,Mitomycin C,0
miR-3195,Interferon-alpha,0
miR-3195,Cyclopamine,0
miR-3195,Dichloroacetate,0
miR-3195,pegIFN/RBV therapy,0
miR-3195,Ribavirin,0
miR-3195,Levetiracetam,0
miR-3195,Retinoic Acid,0
miR-3195,Platinum,0
miR-3195,Sunitinib,0
miR-3195,Letrozole,0
miR-3195,Exemestane,0
miR-3195,Anastrozole,0
miR-3195,Cytarabine,0
miR-3195,Pertuzumab,0
miR-3195,Arsenic trioxide,0
miR-3195,Irinotecan,0
miR-3195,Selumetinib,0
miR-3195,Staurosporine,0
miR-3195,Topotecan,0
miR-3195,Fludarabine,0
miR-3195,histone deacetylase inhibitor,0
miR-3195,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-3195,Epirubicin HCl,0
miR-3195,SIOP treatment protocol,0
miR-3195,Epirubicin hydrochloride,0
miR-3195,Fulvestrant,0
miR-3195,Leucovorin,0
miR-3195,Euthyrox,0
miR-3195,Teniposide,0
miR-3195,Arsenic Trioxide,0
miR-3195,Rituximab,0
miR-3195,Mafosfamide,0
miR-3195,Sorafenib,0
miR-3195,Erlotinib,0
miR-3195,Epirubicin,0
miR-3195,Interferon-gamma,0
miR-3195,Vinblastine,0
miR-3195,Camptothecin,0
miR-3195,PCI-24781,0
miR-3195,Curcumin,0
miR-3195,Ibrutinib,0
miR-3195,Cyclophosphamide,0
miR-3195,Dexamethasone,0
miR-3195,Taxol,0
miR-3195,Cetuximab,0
miR-3195,Temozolomide,0
miR-3195,Oxymatrine,0
miR-3195,Melphalan,0
miR-3195,Capecitabine,0
miR-3195,PLX4720,0
miR-3195,platinum-based doublet chemotherapy ,0
miR-3195,Daunorubicin,0
miR-3195,L-asparaginase,0
miR-3195,Prednisolone,0
miR-3195,10-Hydroxycamptothecin,0
miR-3195,FOLFOX Chemotherapy,0
miR-3195,Fluoropyrimidine,0
miR-3195,Vemurafenib,0
miR-3195,Crizotinib,0
miR-3195,Lorlatinib,0
miR-3195,Colchicine,0
miR-3195,Cyclosporin A,0
miR-3195,Vinorelbine,0
miR-3195,Prednisone,0
miR-3195,Paroxetine,0
miR-3186,Melphalan,0
miR-3186,Glucocorticoid,0
miR-302c,Dihydrotestosterone,0
miR-3178,Paclitaxel,0
miR-3178,Docetaxel,0
miR-3178,Tetraplatin,0
miR-3178,Carboplatin,0
miR-3178,Oxaliplatin,0
miR-3178,Antioestrogens,0
miR-3178,Propofol,0
miR-3178,Fluorouracil,0
miR-3178,Vincristine,0
miR-3178,Trastuzumab,0
miR-3178,Tamoxifen,0
miR-3178,Gefitinib,0
miR-3178,Nilotinib,0
miR-3178,Imatinib,0
miR-3178,Dasatinib,0
miR-3178,Adriamycin,0
miR-3178,Etoposide,0
miR-3177,Pertuzumab,0
miR-3178,Pirarubicin,0
miR-3178,Sorafenib,0
miR-3178,Glucocorticoid,0
miR-3178,TRAIL therapy,0
miR-3178,Chemotherapy,0
miR-3178,epirubicin,0
miR-3178,Verapamil,0
miR-3178,Methotrexate,0
miR-3178,Mitoxantrone,0
miR-3178,Bortezomib,0
miR-3178,"1,25(OH)2D3",0
miR-3178,Temsirolimus,0
miR-3178,Sirolimus,0
miR-3178,Rapamycin,0
miR-3178,Nutlin-3a,0
miR-3178,Cisplatin,0
miR-3177,AED therapy,0
miR-3177,chemotherapy,0
miR-3177,Epirubicin HCl,0
miR-3177,Teniposide,0
miR-3177,Euthyrox,0
miR-3177,Leucovorin,0
miR-3177,Fulvestrant,0
miR-3177,Epirubicin hydrochloride,0
miR-3177,SIOP treatment protocol,0
miR-3177,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-3177,Ethanol,0
miR-3177,histone deacetylase inhibitor,0
miR-3177,Fludarabine,0
miR-3177,Topotecan,0
miR-3177,Staurosporine,0
miR-3177,Selumetinib,0
miR-3177,Irinotecan,0
miR-3177,Arsenic Trioxide,0
miR-3177,Betulinic acid,0
miR-3177,Carmustine,0
miR-3177,Dibenziodolium,0
miR-3177,Hydrogen Peroxide,0
miR-3177,Pingyangmycin,0
miR-3177,Raltitrexed,0
miR-3177,Tomudex,0
miR-3177,Lapatinib,0
miR-3177,Pemetrexed,0
miR-3177,10-hydroxycamptothecin,0
miR-3177,AGRO100,0
miR-3177,Dihydrotestosterone,0
miR-3177,DAPT,0
miR-3177,modified ALLIC BFM 2002 protocol,0
miR-3177,5-fluorouracil,0
miR-3177,Hydroxyurea,0
miR-3178,Melphalan,0
miR-3178,Oxymatrine,0
miR-3178,Temozolomide,0
miR-3178,Cyclopamine,0
miR-3178,Selumetinib,0
miR-3178,Irinotecan,0
miR-3178,Arsenic trioxide,0
miR-3178,Pertuzumab,0
miR-3178,Mitomycin C,0
miR-3178,Interferon-alpha,0
miR-3178,Dichloroacetate,0
miR-3178,Exemestane,0
miR-3178,pegIFN/RBV therapy,0
miR-3178,Ribavirin,0
miR-3178,Valproate,0
miR-3178,Levetiracetam,0
miR-3178,Platinum,0
miR-3178,Sunitinib,0
miR-3178,Staurosporine,0
miR-3178,Topotecan,0
miR-3178,Fludarabine,0
miR-3178,histone deacetylase inhibitor,0
miR-3178,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-3178,Epirubicin HCl,0
miR-3178,SIOP treatment protocol,0
miR-3178,Epirubicin hydrochloride,0
miR-3178,Fulvestrant,0
miR-3178,Leucovorin,0
miR-3178,Euthyrox,0
miR-3178,Teniposide,0
miR-3178,Arsenic Trioxide,0
miR-3178,Betulinic acid,0
miR-3178,Carmustine,0
miR-3178,Dibenziodolium,0
miR-3178,Hydrogen Peroxide,0
miR-3178,Letrozole,0
miR-3178,Anastrozole,0
miR-3178,Cetuximab,0
miR-3178,Vinblastine,0
miR-3178,Daunorubicin,0
miR-3178,platinum-based doublet chemotherapy ,0
miR-3178,PLX4720,0
miR-3178,Capecitabine,0
miR-3178,Epirubicin,0
miR-3178,Interferon-gamma,0
miR-3178,Camptothecin,0
miR-3178,Cytarabine,0
miR-3178,PCI-24781,0
miR-3178,Curcumin,0
miR-3178,Erlotinib,0
miR-3178,Ibrutinib,0
miR-3178,Dexamethasone,0
miR-3178,Taxol,0
miR-3178,L-asparaginase,0
miR-3178,Prednisolone,0
miR-3178,10-Hydroxycamptothecin,0
miR-3178,FOLFOX Chemotherapy,0
miR-3178,Fluoropyrimidine,0
miR-3178,Vemurafenib,0
miR-3178,Crizotinib,0
miR-3178,Lorlatinib,0
miR-3178,Colchicine,0
miR-3178,Cyclosporin A,0
miR-3178,Vinorelbine,0
miR-3178,Prednisone,0
miR-3178,Paroxetine,0
miR-3178,Cyclophosphamide,0
miR-3178,Mafosfamide,0
miR-3178,Retinoic Acid,0
miR-3178,Rituximab,0
miR-3177,Arsenic trioxide,0
miR-3177,Mitomycin C,0
miR-3186,TRAIL therapy,0
miR-3173,Pingyangmycin,0
miR-3173,AGRO100,0
miR-3173,10-hydroxycamptothecin,0
miR-3173,Pemetrexed,0
miR-3173,Lapatinib,0
miR-3173,Tomudex,0
miR-3173,Raltitrexed,0
miR-3173,Hydrogen Peroxide,0
miR-3173,DAPT,0
miR-3173,Dibenziodolium,0
miR-3173,Carmustine,0
miR-3173,Betulinic acid,0
miR-3173,Arsenic Trioxide,0
miR-3173,Teniposide,0
miR-3173,Euthyrox,0
miR-3173,Dihydrotestosterone,0
miR-3173,modified ALLIC BFM 2002 protocol,0
miR-3177,Interferon-alpha,0
miR-3177,Doxorubicin,0
miR-3177,Propofol,0
miR-3177,Paclitaxel,0
miR-3177,Fluorouracil,0
miR-3177,Trastuzumab,0
miR-3177,Tamoxifen,0
miR-3177,Gefitinib,0
miR-3177,Nilotinib,0
miR-3173,5-fluorouracil,0
miR-3177,Imatinib,0
miR-3177,Dasatinib,0
miR-3173,AED therapy,0
miR-3173,chemotherapy,0
miR-3173,Ethanol,0
miR-3173,Hydroxyurea,0
miR-3173,Leucovorin,0
miR-3173,Fulvestrant,0
miR-3173,Epirubicin hydrochloride,0
miR-3173,Cytarabine,0
miR-3173,Levetiracetam,0
miR-3173,Platinum,0
miR-3173,Sunitinib,0
miR-3173,Letrozole,0
miR-3173,Exemestane,0
miR-3173,Anastrozole,0
miR-3173,Rituximab,0
miR-3173,SIOP treatment protocol,0
miR-3173,Retinoic Acid,0
miR-3173,Mafosfamide,0
miR-3173,Cyclophosphamide,0
miR-3173,Paroxetine,0
miR-3173,Prednisone,0
miR-3173,Vinorelbine,0
miR-3173,Valproate,0
miR-3173,Ribavirin,0
miR-3173,pegIFN/RBV therapy,0
miR-3173,Dichloroacetate,0
miR-3173,Cyclopamine,0
miR-3173,Interferon-alpha,0
miR-3173,Mitomycin C,0
miR-3173,Pertuzumab,0
miR-3173,Arsenic trioxide,0
miR-3173,Irinotecan,0
miR-3173,Selumetinib,0
miR-3173,Staurosporine,0
miR-3173,Topotecan,0
miR-3173,Fludarabine,0
miR-3173,histone deacetylase inhibitor,0
miR-3173,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-3173,Epirubicin HCl,0
miR-3177,Antioestrogens,0
miR-3177,Oxaliplatin,0
miR-3177,Carboplatin,0
miR-3177,Vemurafenib,0
miR-3177,Prednisone,0
miR-3177,Vinorelbine,0
miR-3177,Cyclosporin A,0
miR-3177,Colchicine,0
miR-3177,Lorlatinib,0
miR-3177,Crizotinib,0
miR-3177,Fluoropyrimidine,0
miR-3177,Capecitabine,0
miR-3177,FOLFOX Chemotherapy,0
miR-3177,10-Hydroxycamptothecin,0
miR-3177,Prednisolone,0
miR-3177,L-asparaginase,0
miR-3177,Daunorubicin,0
miR-3177,platinum-based doublet chemotherapy ,0
miR-3177,Paroxetine,0
miR-3177,Cyclophosphamide,0
miR-3177,Mafosfamide,0
miR-3177,Retinoic Acid,0
miR-3177,Rituximab,0
miR-3177,Cytarabine,0
miR-3177,Anastrozole,0
miR-3177,Exemestane,0
miR-3177,Letrozole,0
miR-3177,Sunitinib,0
miR-3177,Platinum,0
miR-3177,Levetiracetam,0
miR-3177,Valproate,0
miR-3177,Ribavirin,0
miR-3177,pegIFN/RBV therapy,0
miR-3177,Dichloroacetate,0
miR-3177,Cyclopamine,0
miR-3177,PLX4720,0
miR-3177,Epirubicin,0
miR-3177,Tetraplatin,0
miR-3177,Sirolimus,0
miR-3177,Verapamil,0
miR-3177,Pirarubicin,0
miR-3177,Methotrexate,0
miR-3177,Bortezomib,0
miR-3177,"1,25(OH)2D3",0
miR-3177,Temsirolimus,0
miR-3177,Rapamycin,0
miR-3177,Interferon-gamma,0
miR-3177,Nutlin-3a,0
miR-3177,Mitoxantrone,0
miR-3177,Etoposide,0
miR-3177,Vincristine,0
miR-3177,Adriamycin,0
miR-3177,Docetaxel,0
miR-3177,epirubicin,0
miR-3177,Chemotherapy,0
miR-3177,TRAIL therapy,0
miR-3177,Glucocorticoid,0
miR-3177,Sorafenib,0
miR-3177,Melphalan,0
miR-3177,Oxymatrine,0
miR-3177,Temozolomide,0
miR-3177,Cetuximab,0
miR-3177,Taxol,0
miR-3177,Dexamethasone,0
miR-3177,Ibrutinib,0
miR-3177,Erlotinib,0
miR-3177,Curcumin,0
miR-3177,PCI-24781,0
miR-3177,Camptothecin,0
miR-3177,Vinblastine,0
miR-3178,Pingyangmycin,0
miR-3178,Raltitrexed,0
miR-3178,Tomudex,0
miR-3184,10-Hydroxycamptothecin,0
miR-3184,Colchicine,0
miR-3184,Lorlatinib,0
miR-3184,Crizotinib,0
miR-3184,Vemurafenib,0
miR-3184,Fluoropyrimidine,0
miR-3184,FOLFOX Chemotherapy,0
miR-3184,Prednisolone,0
miR-3184,Vinorelbine,0
miR-3184,L-asparaginase,0
miR-3184,Daunorubicin,0
miR-3184,platinum-based doublet chemotherapy ,0
miR-3184,PLX4720,0
miR-3184,Capecitabine,0
miR-3184,Epirubicin,0
miR-3184,Cyclosporin A,0
miR-3184,Prednisone,0
miR-3178,Lapatinib,0
miR-3184,Letrozole,0
miR-3184,pegIFN/RBV therapy,0
miR-3184,Ribavirin,0
miR-3184,Valproate,0
miR-3184,Levetiracetam,0
miR-3184,Platinum,0
miR-3184,Sunitinib,0
miR-3184,Exemestane,0
miR-3184,Paroxetine,0
miR-3184,Anastrozole,0
miR-3184,Cytarabine,0
miR-3184,Rituximab,0
miR-3184,Retinoic Acid,0
miR-3184,Mafosfamide,0
miR-3184,Cyclophosphamide,0
miR-3184,Interferon-gamma,0
miR-3184,Vinblastine,0
miR-3184,Camptothecin,0
miR-3184,Mitoxantrone,0
miR-3184,Bortezomib,0
miR-3184,"1,25(OH)2D3",0
miR-3184,Temsirolimus,0
miR-3184,Sirolimus,0
miR-3184,Rapamycin,0
miR-3184,Nutlin-3a,0
miR-3184,Etoposide,0
miR-3184,PCI-24781,0
miR-3184,Vincristine,0
miR-3184,Adriamycin,0
miR-3184,Docetaxel,0
miR-3184,Tetraplatin,0
miR-3184,Carboplatin,0
miR-3184,Oxaliplatin,0
miR-3184,Methotrexate,0
miR-3184,Pirarubicin,0
miR-3184,Verapamil,0
miR-3184,epirubicin,0
miR-3184,Chemotherapy,0
miR-3184,TRAIL therapy,0
miR-3184,Glucocorticoid,0
miR-3184,Sorafenib,0
miR-3184,Melphalan,0
miR-3184,Oxymatrine,0
miR-3184,Temozolomide,0
miR-3184,Cetuximab,0
miR-3184,Taxol,0
miR-3184,Dexamethasone,0
miR-3184,Ibrutinib,0
miR-3184,Erlotinib,0
miR-3184,Curcumin,0
miR-3184,Dichloroacetate,0
miR-3184,Cyclopamine,0
miR-3184,Interferon-alpha,0
miR-3186,Trastuzumab,0
miR-3186,Carboplatin,0
miR-3186,Oxaliplatin,0
miR-3186,Antioestrogens,0
miR-3186,Propofol,0
miR-3186,Paclitaxel,0
miR-3186,Fluorouracil,0
miR-3186,Tamoxifen,0
miR-3184,Ethanol,0
miR-3186,Gefitinib,0
miR-3186,Nilotinib,0
miR-3186,Imatinib,0
miR-3186,Dasatinib,0
miR-3186,Cisplatin,0
miR-3184,AED therapy,0
miR-3186,Tetraplatin,0
miR-3186,Docetaxel,0
miR-3186,Adriamycin,0
miR-3186,Vincristine,0
miR-3186,Etoposide,0
miR-3186,Mitoxantrone,0
miR-3186,Nutlin-3a,0
miR-3186,Rapamycin,0
miR-3186,Sirolimus,0
miR-3186,Temsirolimus,0
miR-3186,"1,25(OH)2D3",0
miR-3186,Bortezomib,0
miR-3186,Methotrexate,0
miR-3186,Pirarubicin,0
miR-3186,Verapamil,0
miR-3186,epirubicin,0
miR-3186,Chemotherapy,0
miR-3184,chemotherapy,0
miR-3184,Hydroxyurea,0
miR-3184,Mitomycin C,0
miR-3184,histone deacetylase inhibitor,0
miR-3184,Leucovorin,0
miR-3184,Fulvestrant,0
miR-3184,Epirubicin hydrochloride,0
miR-3184,SIOP treatment protocol,0
miR-3184,Epirubicin HCl,0
miR-3184,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-3184,Fludarabine,0
miR-3184,5-fluorouracil,0
miR-3184,Topotecan,0
miR-3184,Staurosporine,0
miR-3184,Selumetinib,0
miR-3184,Irinotecan,0
miR-3184,Arsenic trioxide,0
miR-3184,Pertuzumab,0
miR-3184,Euthyrox,0
miR-3184,Teniposide,0
miR-3184,Arsenic Trioxide,0
miR-3184,Betulinic acid,0
miR-3184,Carmustine,0
miR-3184,Dibenziodolium,0
miR-3184,Hydrogen Peroxide,0
miR-3184,Pingyangmycin,0
miR-3184,Raltitrexed,0
miR-3184,Tomudex,0
miR-3184,Lapatinib,0
miR-3184,Pemetrexed,0
miR-3184,10-hydroxycamptothecin,0
miR-3184,AGRO100,0
miR-3184,Dihydrotestosterone,0
miR-3184,DAPT,0
miR-3184,modified ALLIC BFM 2002 protocol,0
miR-3184,Antioestrogens,0
miR-3184,Propofol,0
miR-3184,Paclitaxel,0
miR-3180,Sorafenib,0
miR-3180,Dexamethasone,0
miR-3180,Taxol,0
miR-3180,Cetuximab,0
miR-3180,Temozolomide,0
miR-3180,Oxymatrine,0
miR-3180,Melphalan,0
miR-3180,Glucocorticoid,0
miR-3180,"1,25(OH)2D3",0
miR-3180,TRAIL therapy,0
miR-3180,Chemotherapy,0
miR-3180,epirubicin,0
miR-3180,Verapamil,0
miR-3180,Pirarubicin,0
miR-3180,Methotrexate,0
miR-3180,Ibrutinib,0
miR-3180,Erlotinib,0
miR-3180,Curcumin,0
miR-3180,PCI-24781,0
miR-3180,Camptothecin,0
miR-3180,Vinblastine,0
miR-3180,Interferon-gamma,0
miR-3180,Epirubicin,0
miR-3180,Capecitabine,0
miR-3180,PLX4720,0
miR-3180,platinum-based doublet chemotherapy ,0
miR-3180,Daunorubicin,0
miR-3180,L-asparaginase,0
miR-3180,Prednisolone,0
miR-3180,10-Hydroxycamptothecin,0
miR-3180,FOLFOX Chemotherapy,0
miR-3180,Fluoropyrimidine,0
miR-3180,Bortezomib,0
miR-3180,Temsirolimus,0
miR-3180,Crizotinib,0
miR-3178,Hydroxyurea,0
miR-3180,Nilotinib,0
miR-3180,Imatinib,0
miR-3180,Dasatinib,0
miR-3178,AED therapy,0
miR-3178,chemotherapy,0
miR-3178,Ethanol,0
miR-3178,5-fluorouracil,0
miR-3180,Sirolimus,0
miR-3178,modified ALLIC BFM 2002 protocol,0
miR-3178,DAPT,0
miR-3178,Dihydrotestosterone,0
miR-3178,AGRO100,0
miR-3178,10-hydroxycamptothecin,0
miR-3178,Pemetrexed,0
miR-3180,Doxorubicin,0
miR-3180,Gefitinib,0
miR-3180,Tamoxifen,0
miR-3180,Trastuzumab,0
miR-3180,Fluorouracil,0
miR-3180,Paclitaxel,0
miR-3180,Propofol,0
miR-3180,Antioestrogens,0
miR-3180,Carboplatin,0
miR-3180,Tetraplatin,0
miR-3180,Docetaxel,0
miR-3180,Adriamycin,0
miR-3180,Vincristine,0
miR-3180,Etoposide,0
miR-3180,Mitoxantrone,0
miR-3180,Nutlin-3a,0
miR-3180,Rapamycin,0
miR-3180,Vemurafenib,0
miR-3180,Lorlatinib,0
miR-3184,Fluorouracil,0
miR-3180,Hydrogen Peroxide,0
miR-3180,10-hydroxycamptothecin,0
miR-3180,Pemetrexed,0
miR-3180,Lapatinib,0
miR-3180,Tomudex,0
miR-3180,Raltitrexed,0
miR-3180,Pingyangmycin,0
miR-3180,Dibenziodolium,0
miR-3180,Epirubicin hydrochloride,0
miR-3180,Carmustine,0
miR-3180,Betulinic acid,0
miR-3180,Arsenic Trioxide,0
miR-3180,Teniposide,0
miR-3180,Euthyrox,0
miR-3180,Leucovorin,0
miR-3180,AGRO100,0
miR-3180,Dihydrotestosterone,0
miR-3180,DAPT,0
miR-3180,modified ALLIC BFM 2002 protocol,0
miR-3180,5-fluorouracil,0
miR-3180,Hydroxyurea,0
miR-3180,Ethanol,0
miR-3180,chemotherapy,0
miR-3180,AED therapy,0
miR-3184,Cisplatin,0
miR-3184,Dasatinib,0
miR-3184,Imatinib,0
miR-3184,Nilotinib,0
miR-3184,Doxorubicin,0
miR-3184,Gefitinib,0
miR-3184,Tamoxifen,0
miR-3184,Trastuzumab,0
miR-3180,Fulvestrant,0
miR-3180,SIOP treatment protocol,0
miR-3180,Colchicine,0
miR-3180,Rituximab,0
miR-3180,Platinum,0
miR-3180,Sunitinib,0
miR-3180,Letrozole,0
miR-3180,Exemestane,0
miR-3180,Anastrozole,0
miR-3180,Cytarabine,0
miR-3180,Retinoic Acid,0
miR-3180,Epirubicin HCl,0
miR-3180,Mafosfamide,0
miR-3180,Cyclophosphamide,0
miR-3180,Paroxetine,0
miR-3180,Prednisone,0
miR-3180,Vinorelbine,0
miR-3180,Cyclosporin A,0
miR-3180,Levetiracetam,0
miR-3180,Valproate,0
miR-3180,Ribavirin,0
miR-3180,pegIFN/RBV therapy,0
miR-3180,Dichloroacetate,0
miR-3180,Cyclopamine,0
miR-3180,Interferon-alpha,0
miR-3180,Mitomycin C,0
miR-3180,Pertuzumab,0
miR-3180,Arsenic trioxide,0
miR-3180,Irinotecan,0
miR-3180,Selumetinib,0
miR-3180,Staurosporine,0
miR-3180,Topotecan,0
miR-3180,Fludarabine,0
miR-3180,histone deacetylase inhibitor,0
miR-3180,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-32,Tamoxifen,0
miR-32,Trastuzumab,0
miR-32,Fluorouracil,0
miR-324,Cyclopamine,0
miR-324,Selumetinib,0
miR-324,Irinotecan,0
miR-324,Arsenic trioxide,0
miR-324,Pertuzumab,0
miR-324,Mitomycin C,0
miR-324,Interferon-alpha,0
miR-324,Dichloroacetate,0
miR-324,Topotecan,0
miR-324,pegIFN/RBV therapy,0
miR-324,Ribavirin,0
miR-324,Valproate,0
miR-324,Levetiracetam,0
miR-324,Platinum,0
miR-324,Sunitinib,0
miR-324,Staurosporine,0
miR-324,Fludarabine,0
miR-324,Melphalan,0
miR-324,Teniposide,0
miR-324,Pingyangmycin,0
miR-324,Hydrogen Peroxide,0
miR-324,Dibenziodolium,0
miR-324,Carmustine,0
miR-324,Betulinic acid,0
miR-324,Arsenic Trioxide,0
miR-324,Euthyrox,0
miR-324,histone deacetylase inhibitor,0
miR-324,Leucovorin,0
miR-324,Fulvestrant,0
miR-324,Epirubicin hydrochloride,0
miR-324,SIOP treatment protocol,0
miR-324,Epirubicin HCl,0
miR-324,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-324,Letrozole,0
miR-324,Exemestane,0
miR-324,Anastrozole,0
miR-324,PCI-24781,0
miR-324,platinum-based doublet chemotherapy ,0
miR-324,Capecitabine,0
miR-324,Epirubicin,0
miR-324,Interferon-gamma,0
miR-324,Vinblastine,0
miR-324,Camptothecin,0
miR-324,Curcumin,0
miR-324,Cytarabine,0
miR-324,Erlotinib,0
miR-324,Ibrutinib,0
miR-324,Dexamethasone,0
miR-324,Taxol,0
miR-324,Cetuximab,0
miR-324,Temozolomide,0
miR-324,Daunorubicin,0
miR-324,L-asparaginase,0
miR-324,Prednisolone,0
miR-324,10-Hydroxycamptothecin,0
miR-324,Fluoropyrimidine,0
miR-324,Vemurafenib,0
miR-324,Crizotinib,0
miR-324,Lorlatinib,0
miR-324,Colchicine,0
miR-324,Cyclosporin A,0
miR-324,Vinorelbine,0
miR-324,Prednisone,0
miR-324,Paroxetine,0
miR-324,Cyclophosphamide,0
miR-324,Mafosfamide,0
